Sequence_Name,Label,Probability
ID=sp|P20416||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.055
ID=sp|C0HM29||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,AVP,0.810
ID=sp|B3EWI6||Label=0|Type=non_AVP|Source=UniProt|Length=20|Dataset=TS_non_AVP,AVP,0.655
ID=sp|Q07J43||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|C0HJB1||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,AVP,0.755
ID=sp|Q2KTI8||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.030
ID=sp|P50984||Label=0|Type=non_AVP|Source=UniProt|Length=16|Dataset=TS_non_AVP,AVP,0.920
ID=sp|A6YG69||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|A2C0F8||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|P03622||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|C0HJC9||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,non-AVP,0.245
ID=DRAVPe00833|Label=1|Type=AVP|Source=DRAVP|Length=32|Dataset=TS_AVP,AVP,1.000
ID=sp|C0HKK3||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,AVP,1.000
ID=sp|P85019||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,AVP,0.960
ID=sp|P0C5M1||Label=0|Type=non_AVP|Source=UniProt|Length=34|Dataset=TS_non_AVP,non-AVP,0.045
ID=sp|B3EWK0||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.755
ID=sp|H2E7Q6||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,non-AVP,0.065
ID=sp|Q7LZG2||Label=0|Type=non_AVP|Source=UniProt|Length=27|Dataset=TS_non_AVP,non-AVP,0.240
ID=sp|A6X995||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,non-AVP,0.385
ID=sp|Q3BK17||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,AVP,0.980
ID=DRAVPe00372|Label=1|Type=AVP|Source=DRAVP|Length=22|Dataset=TS_AVP,AVP,1.000
ID=sp|P0DY20||Label=0|Type=non_AVP|Source=UniProt|Length=27|Dataset=TS_non_AVP,non-AVP,0.285
ID=sp|P85024||Label=0|Type=non_AVP|Source=UniProt|Length=11|Dataset=TS_non_AVP,non-AVP,0.170
ID=sp|P82875||Label=0|Type=non_AVP|Source=UniProt|Length=25|Dataset=TS_non_AVP,AVP,1.000
ID=sp|P33556||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,AVP,0.545
ID=28555|Label=1|Type=AVP|Source=Peptipedia|Length=5|Dataset=TS_AVP,AVP,0.980
ID=sp|P0C5P8||Label=0|Type=non_AVP|Source=UniProt|Length=28|Dataset=TS_non_AVP,non-AVP,0.010
ID=DRAVPe01572|Label=1|Type=AVP|Source=DRAVP|Length=12|Dataset=TS_AVP,AVP,0.935
ID=sp|B3PMM4||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|B1Y8B5||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P81609||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,0.690
ID=sp|P84779||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,non-AVP,0.325
ID=sp|P58690||Label=0|Type=non_AVP|Source=UniProt|Length=22|Dataset=TS_non_AVP,non-AVP,0.150
ID=sp|Q3BAM0||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P85496||Label=0|Type=non_AVP|Source=UniProt|Length=14|Dataset=TS_non_AVP,non-AVP,0.290
ID=sp|P82284||Label=0|Type=non_AVP|Source=UniProt|Length=21|Dataset=TS_non_AVP,AVP,0.990
ID=DRAVPe00551|Label=1|Type=AVP|Source=DRAVP|Length=23|Dataset=TS_AVP,AVP,0.795
ID=sp|P21143||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.540
ID=DRAVPe00450|Label=1|Type=AVP|Source=DRAVP|Length=31|Dataset=TS_AVP,AVP,0.980
ID=sp|C0HKP1||Label=0|Type=non_AVP|Source=UniProt|Length=21|Dataset=TS_non_AVP,AVP,0.920
ID=sp|B0BZ70||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|P0DQH7||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,AVP,0.930
ID=sp|A2BPB5||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|Q2JLE8||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|Q9V8G0||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.045
ID=DRAVPe01678|Label=1|Type=AVP|Source=DRAVP|Length=18|Dataset=TS_AVP,AVP,0.960
ID=sp|P82072||Label=0|Type=non_AVP|Source=UniProt|Length=5|Dataset=TS_non_AVP,AVP,0.965
ID=dbAMP_32737|Label=1|Type=AVP|Source=dbAMP_Antiviral|Length=12|Dataset=TS_AVP,AVP,0.765
ID=sp|A8W7N2||Label=0|Type=non_AVP|Source=UniProt|Length=34|Dataset=TS_non_AVP,non-AVP,0.085
ID=sp|P0DM71||Label=0|Type=non_AVP|Source=UniProt|Length=19|Dataset=TS_non_AVP,AVP,0.780
ID=sp|P72717||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P82618||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.925
ID=sp|P84373||Label=0|Type=non_AVP|Source=UniProt|Length=11|Dataset=TS_non_AVP,non-AVP,0.275
ID=sp|O30003||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.065
ID=sp|P0DV97||Label=0|Type=non_AVP|Source=UniProt|Length=47|Dataset=TS_non_AVP,non-AVP,0.375
ID=sp|C0HLM3||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,AVP,0.970
ID=sp|Q0AUG4||Label=0|Type=non_AVP|Source=UniProt|Length=49|Dataset=TS_non_AVP,non-AVP,0.055
ID=sp|P62562||Label=0|Type=non_AVP|Source=UniProt|Length=22|Dataset=TS_non_AVP,AVP,0.980
ID=sp|A0T0S5||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.020
ID=41777|Label=1|Type=AVP|Source=Peptipedia|Length=10|Dataset=TS_AVP,AVP,1.000
ID=HIP971|Label=1|Type=AVP|Source=HIPdb|Length=26|Dataset=TS_AVP,AVP,0.815
ID=sp|P85611||Label=0|Type=non_AVP|Source=UniProt|Length=16|Dataset=TS_non_AVP,AVP,0.505
ID=sp|P86128||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,AVP,0.560
ID=6330|Label=1|Type=AVP|Source=Peptipedia|Length=33|Dataset=TS_AVP,AVP,0.990
ID=sp|P86906||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.015
ID=DRAVPe00608|Label=1|Type=AVP|Source=DRAVP|Length=22|Dataset=TS_AVP,AVP,1.000
ID=sp|P85659||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,0.560
ID=sp|P22396||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,non-AVP,0.445
ID=sp|P20623||Label=0|Type=non_AVP|Source=UniProt|Length=47|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|P84939||Label=0|Type=non_AVP|Source=UniProt|Length=19|Dataset=TS_non_AVP,AVP,0.915
ID=sp|P86528||Label=0|Type=non_AVP|Source=UniProt|Length=22|Dataset=TS_non_AVP,AVP,0.990
ID=sp|B0M2U5||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.895
ID=sp|P85487||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,non-AVP,0.410
ID=sp|A0LIH7||Label=0|Type=non_AVP|Source=UniProt|Length=49|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|Q85FK8||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.035
ID=6811|Label=1|Type=AVP|Source=Peptipedia|Length=23|Dataset=TS_AVP,AVP,0.555
ID=sp|P0DQV5||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,AVP,0.975
ID=sp|P85949||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.125
ID=sp|P81665||Label=0|Type=non_AVP|Source=UniProt|Length=26|Dataset=TS_non_AVP,non-AVP,0.030
ID=22060|Label=1|Type=AVP|Source=DBAASP|Length=27|Dataset=TS_AVP,AVP,0.980
ID=sp|P81027||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.125
ID=sp|P0C1N0||Label=0|Type=non_AVP|Source=UniProt|Length=19|Dataset=TS_non_AVP,AVP,0.965
ID=sp|P0DPP8||Label=0|Type=non_AVP|Source=UniProt|Length=26|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|B2KE70||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.075
ID=sp|Q5K3R9||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|Q07TY4||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|P01147||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,AVP,0.925
ID=DRAVPe00171|Label=1|Type=AVP|Source=DRAVP|Length=17|Dataset=TS_AVP,AVP,0.885
ID=sp|Q0P3K0||Label=0|Type=non_AVP|Source=UniProt|Length=36|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|Q91A25||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.080
ID=sp|P46613||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.185
ID=sp|A2C0S5||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P0DMA2||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,AVP,0.630
ID=sp|Q2W4X7||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P0DUR2||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,1.000
ID=sp|P86490||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,non-AVP,0.345
ID=sp|C0H3Q7||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|A9BDX0||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|Q9MS57||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P86402||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,AVP,0.995
ID=sp|P84197||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.375
ID=sp|P86494||Label=0|Type=non_AVP|Source=UniProt|Length=7|Dataset=TS_non_AVP,AVP,0.890
ID=sp|Q6EYB9||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|Q5P311||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|B0T874||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P84509||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,AVP,0.930
ID=sp|P83154||Label=0|Type=non_AVP|Source=UniProt|Length=11|Dataset=TS_non_AVP,non-AVP,0.245
ID=sp|Q5IHC3||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,non-AVP,0.045
ID=sp|C1B7S6||Label=0|Type=non_AVP|Source=UniProt|Length=47|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P83638||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,AVP,1.000
ID=sp|C0HJS1||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,AVP,0.980
ID=sp|Q7VDT3||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,non-AVP,0.030
ID=sp|Q9MS54||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|A8W7N5||Label=0|Type=non_AVP|Source=UniProt|Length=27|Dataset=TS_non_AVP,non-AVP,0.210
ID=sp|B2XWM5||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|Q86QV6||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,AVP,0.970
ID=sp|B0JUV4||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|C0HK31||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,AVP,0.970
ID=sp|P84967||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,AVP,0.985
ID=sp|B7K623||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.070
ID=ACoVP100278|Label=1|Type=AVP|Source=ACovPepDB|Length=19|Dataset=TS_AVP,AVP,0.785
ID=sp|P85328||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,non-AVP,0.455
ID=sp|Q7U4T0||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.010
ID=6509|Label=1|Type=AVP|Source=Peptipedia|Length=27|Dataset=TS_AVP,AVP,1.000
ID=sp|P19985||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,non-AVP,0.185
ID=sp|P41989||Label=0|Type=non_AVP|Source=UniProt|Length=11|Dataset=TS_non_AVP,AVP,0.870
ID=sp|P60513||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,AVP,0.710
ID=sp|P86510||Label=0|Type=non_AVP|Source=UniProt|Length=22|Dataset=TS_non_AVP,non-AVP,0.270
ID=sp|P86019||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,0.955
ID=sp|P84683||Label=0|Type=non_AVP|Source=UniProt|Length=9|Dataset=TS_non_AVP,non-AVP,0.340
ID=sp|P60242||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.260
ID=sp|P84904||Label=0|Type=non_AVP|Source=UniProt|Length=19|Dataset=TS_non_AVP,AVP,1.000
ID=sp|Q00334||Label=0|Type=non_AVP|Source=UniProt|Length=28|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|Q01789||Label=0|Type=non_AVP|Source=UniProt|Length=50|Dataset=TS_non_AVP,non-AVP,0.055
ID=DRAVPe00587|Label=1|Type=AVP|Source=DRAVP|Length=24|Dataset=TS_AVP,AVP,1.000
ID=44189|Label=1|Type=AVP|Source=Peptipedia|Length=10|Dataset=TS_AVP,AVP,0.885
ID=sp|P58445||Label=0|Type=non_AVP|Source=UniProt|Length=30|Dataset=TS_non_AVP,AVP,1.000
ID=sp|Q5P4P1||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.045
ID=sp|P86016||Label=0|Type=non_AVP|Source=UniProt|Length=36|Dataset=TS_non_AVP,AVP,1.000
ID=sp|P83047||Label=0|Type=non_AVP|Source=UniProt|Length=9|Dataset=TS_non_AVP,AVP,0.945
ID=sp|P41966||Label=0|Type=non_AVP|Source=UniProt|Length=6|Dataset=TS_non_AVP,AVP,0.895
ID=sp|P0DKT8||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,AVP,0.635
ID=HIP821|Label=1|Type=AVP|Source=HIPdb|Length=36|Dataset=TS_AVP,AVP,1.000
ID=sp|Q1QDG5||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P82899||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,non-AVP,0.135
ID=dbAMP_32735|Label=1|Type=AVP|Source=dbAMP_Antiviral|Length=12|Dataset=TS_AVP,non-AVP,0.425
ID=sp|P56327||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P0DV15||Label=0|Type=non_AVP|Source=UniProt|Length=23|Dataset=TS_non_AVP,AVP,0.885
ID=sp|O48412||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,non-AVP,0.050
ID=18604|Label=1|Type=AVP|Source=Peptipedia|Length=8|Dataset=TS_AVP,AVP,0.765
ID=sp|B7K625||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|P0C5S1||Label=0|Type=non_AVP|Source=UniProt|Length=26|Dataset=TS_non_AVP,non-AVP,0.070
ID=sp|Q7U4T3||Label=0|Type=non_AVP|Source=UniProt|Length=34|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|B6IP39||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|C0HJY6||Label=0|Type=non_AVP|Source=UniProt|Length=18|Dataset=TS_non_AVP,AVP,0.995
ID=23778|Label=1|Type=AVP|Source=Peptipedia|Length=30|Dataset=TS_AVP,AVP,1.000
ID=sp|B3E853||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=40917|Label=1|Type=AVP|Source=Peptipedia|Length=14|Dataset=TS_AVP,AVP,1.000
ID=sp|C0HL57||Label=0|Type=non_AVP|Source=UniProt|Length=16|Dataset=TS_non_AVP,AVP,0.985
ID=sp|P83316||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.955
ID=sp|P81563||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,non-AVP,0.280
ID=sp|Q3E7Z3||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.025
ID=DRAVPe01143|Label=1|Type=AVP|Source=DRAVP|Length=9|Dataset=TS_AVP,AVP,0.740
ID=DRAVPe00227|Label=1|Type=AVP|Source=DRAVP|Length=20|Dataset=TS_AVP,AVP,1.000
ID=DRAVPe00689|Label=1|Type=AVP|Source=DRAVP|Length=21|Dataset=TS_AVP,AVP,0.985
ID=sp|Q64202||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.200
ID=sp|B7HC95||Label=0|Type=non_AVP|Source=UniProt|Length=49|Dataset=TS_non_AVP,non-AVP,0.055
ID=DRAVPe01354|Label=1|Type=AVP|Source=DRAVP|Length=7|Dataset=TS_AVP,AVP,0.975
ID=sp|Q06SE2||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.050
ID=sp|P14486||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.250
ID=sp|B1VKC9||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|P58805||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,AVP,0.890
ID=sp|Q3A9P9||Label=0|Type=non_AVP|Source=UniProt|Length=49|Dataset=TS_non_AVP,non-AVP,0.030
ID=sp|P85357||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,non-AVP,0.230
ID=sp|P0CU22||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.015
ID=22844|Label=1|Type=AVP|Source=DBAASP|Length=11|Dataset=TS_AVP,AVP,0.900
ID=sp|Q06GX9||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.090
ID=sp|P03055||Label=0|Type=non_AVP|Source=UniProt|Length=28|Dataset=TS_non_AVP,non-AVP,0.205
ID=sp|P21988||Label=0|Type=non_AVP|Source=UniProt|Length=28|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|P0C545||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P0DP17||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.890
ID=sp|P83837||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.330
ID=sp|P84004||Label=0|Type=non_AVP|Source=UniProt|Length=9|Dataset=TS_non_AVP,AVP,0.650
ID=sp|P62582||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,AVP,0.985
ID=sp|P56215||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,AVP,0.500
ID=sp|A0T0V9||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|Q9DFJ9||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|P86428||Label=0|Type=non_AVP|Source=UniProt|Length=6|Dataset=TS_non_AVP,AVP,0.995
ID=sp|P71390||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.205
ID=sp|P0CI10||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,AVP,0.505
ID=sp|Q9I954||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,non-AVP,0.065
ID=sp|A0T0S7||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|A1A092||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=CAMPSQ24473|Label=1|Type=AVP|Source=CAMP|Length=10|Dataset=TS_AVP,AVP,1.000
ID=sp|P02331||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,AVP,0.565
ID=CAMPSQ21476|Label=1|Type=AVP|Source=CAMP|Length=9|Dataset=TS_AVP,AVP,0.820
ID=sp|P58433||Label=0|Type=non_AVP|Source=UniProt|Length=30|Dataset=TS_non_AVP,AVP,1.000
ID=DRAVPe00187|Label=1|Type=AVP|Source=DRAVP|Length=15|Dataset=TS_AVP,AVP,0.995
ID=sp|P14457||Label=0|Type=non_AVP|Source=UniProt|Length=19|Dataset=TS_non_AVP,non-AVP,0.145
ID=sp|C0HJQ0||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,non-AVP,0.080
ID=sp|Q3V4T3||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.135
ID=sp|Q7M3I7||Label=0|Type=non_AVP|Source=UniProt|Length=16|Dataset=TS_non_AVP,non-AVP,0.325
ID=sp|P0CU24||Label=0|Type=non_AVP|Source=UniProt|Length=28|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|A4QGT4||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.005
ID=18502|Label=1|Type=AVP|Source=DBAASP|Length=7|Dataset=TS_AVP,AVP,0.895
ID=sp|C0HLK1||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,AVP,0.985
ID=sp|P84978||Label=0|Type=non_AVP|Source=UniProt|Length=25|Dataset=TS_non_AVP,non-AVP,0.085
ID=sp|P84924||Label=0|Type=non_AVP|Source=UniProt|Length=23|Dataset=TS_non_AVP,AVP,0.890
ID=4921|Label=1|Type=AVP|Source=Peptipedia|Length=22|Dataset=TS_AVP,AVP,0.995
ID=sp|A5WBC0||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.005
ID=42270|Label=1|Type=AVP|Source=Peptipedia|Length=17|Dataset=TS_AVP,AVP,0.890
ID=sp|A8M504||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P85011||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,AVP,0.910
ID=DRAVPe01895|Label=1|Type=AVP|Source=DRAVP|Length=18|Dataset=TS_AVP,AVP,0.695
ID=sp|Q7VKF4||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=41917|Label=1|Type=AVP|Source=Peptipedia|Length=6|Dataset=TS_AVP,AVP,1.000
ID=sp|P0DJG7||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,AVP,0.500
ID=sp|P61098||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,AVP,0.760
ID=sp|P0DOY5||Label=0|Type=non_AVP|Source=UniProt|Length=5|Dataset=TS_non_AVP,AVP,0.865
ID=dbAMP_31524|Label=1|Type=AVP|Source=dbAMP_Antiviral|Length=18|Dataset=TS_AVP,non-AVP,0.480
ID=sp|P0DRF6||Label=0|Type=non_AVP|Source=UniProt|Length=6|Dataset=TS_non_AVP,AVP,0.825
ID=sp|P69110||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.030
ID=sp|Q7VQV0||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P85363||Label=0|Type=non_AVP|Source=UniProt|Length=7|Dataset=TS_non_AVP,AVP,0.975
ID=sp|P86159||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,0.830
ID=19529|Label=1|Type=AVP|Source=DBAASP|Length=21|Dataset=TS_AVP,non-AVP,0.245
ID=sp|P0DKS4||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.580
ID=sp|P44065||Label=0|Type=non_AVP|Source=UniProt|Length=34|Dataset=TS_non_AVP,non-AVP,0.080
ID=sp|P22660||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.045
